id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,Loan status
,,24000,24000,24000.0, 36 months,  7.97%,751.75,A,A5,Shift Lead,1 year,MORTGAGE,70000,Not Verified,Oct-2017,n,,,debt_consolidation,Debt consolidation,765xx,TX,20.21,0,Apr-2004,0,31,,7,0,6298,39.6%,13,f,21606.89,21606.89,2996.37,2996.37,2393.11,603.26,0.0,0.0,0.0,Feb-2018,751.75,Mar-2018,Feb-2018,0,44,1,Individual,,,,0,0,171962.0,0,2.0,1,1.0,12.0,16513.0,36,0.0,0.0,3963,37.0,15900.0,0,3,0.0,1,24566.0,4732.0,55.4,0,0.0,119.0,161.0,63.0,12.0,1.0,99.0,44.0,,31.0,1.0,2.0,4.0,2.0,3.0,7.0,4.0,5.0,4.0,7.0,0.0,0.0,0.0,1.0,84.6,0.0,0.0,0.0,230648.0,22811.0,10600.0,46303.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,20000,20000,19950.0, 60 months, 12.69%,451.9,C,C2,Sales Account Executive,< 1 year,MORTGAGE,60000,Not Verified,Jul-2015,n,,,debt_consolidation,Debt consolidation,493xx,MI,14.48,0,Oct-1993,1,58,,14,0,17845,54.1%,24,f,11235.14,11207.05,13994.11,13959.12,8764.86,5229.25,0.0,0.0,0.0,Feb-2018,451.9,Mar-2018,Feb-2018,0,58,1,Individual,,,,0,0,186020.0,,,,,,,,,,,,33000.0,,,,2,13287.0,442.0,97.4,0,0.0,144.0,261.0,20.0,14.0,2.0,20.0,,3.0,,1.0,4.0,5.0,4.0,7.0,5.0,10.0,15.0,5.0,14.0,0.0,0.0,0.0,0.0,95.8,100.0,0.0,0.0,213255.0,31781.0,16900.0,23257.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,27000,27000,27000.0, 60 months, 10.49%,580.21,B,B3,County Executive Director,10+ years,RENT,91000,Source Verified,Jan-2015,n,,,credit_card,Credit card refinancing,324xx,FL,23.33,2,Jan-1998,0,7,,19,0,41686,90.6%,51,w,12040.86,12040.86,21436.3,21436.30,14959.14,6477.16,0.0,0.0,0.0,Feb-2018,580.21,Mar-2018,Feb-2018,0,7,1,Individual,,,,0,0,221059.0,,,,,,,,,,,,46000.0,,,,4,11635.0,3323.0,88.5,1,0.0,134.0,204.0,1.0,1.0,3.0,17.0,,11.0,,2.0,7.0,10.0,7.0,14.0,26.0,10.0,21.0,10.0,19.0,0.0,0.0,1.0,1.0,90.0,85.7,0.0,0.0,235174.0,221059.0,29000.0,189174.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,10000,10000,10000.0, 36 months,  8.59%,316.11,A,A4,SEI Investments,3 years,RENT,38000,Not Verified,Dec-2009,n,,"  574395 added on 11/20/09 > Why I want to get out of credit card debt?  The best place to start is how I got into the debt to begin with. It wasn't due to irresponsible spending on the pleasures of life.  One credit (@ $4900) card was used to help my mom""", who was laid off over a year ago get her prescriptions.  They ran about $500 a month.  The other card (@ $3800) was at $5K and was opened to put new carpets in my mom's house because the other carpets had been in the house for over 30 years.  Was she supposed to help pay this off once she got a job?  Yes.  However, in this economy a job for someone in their mid 50's with good pay is hard to come by.  The final card (@ $950) is my one card that I use to get by,""" if I need to.  I don't have to include this card but since I asked for $10K I might as well pay that one off too... Please help me get out of this credit card debt!  Thank you<br/>",debt_consolidation,out of debt,193xx,PA,23.34,0,Nov-2000,0,,,10,0,9527,44.7%,30,f,0.00,0.00,11050.1481384242,11050.15,9999.99,1050.16,0.0,0.0,0.0,Jul-2011,5363.4,,Jul-2011,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,1
,,12000,12000,12000.0, 36 months, 11.39%,395.09,B,B3,Teacher,10+ years,MORTGAGE,60000,Source Verified,Nov-2016,n,,,debt_consolidation,Debt consolidation,655xx,MO,17.82,1,Feb-1996,1,21,,9,0,6118,90%,27,f,7490.04,7490.04,5926.36,5926.36,4509.96,1416.40,0.0,0.0,0.0,Feb-2018,395.09,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,109753.0,1,3.0,1,1.0,4.0,68320.0,98,0.0,0.0,2932,97.0,6800.0,0,0,4.0,1,12195.0,688.0,87.0,0,0.0,158.0,249.0,53.0,4.0,2.0,55.0,21.0,4.0,21.0,0.0,3.0,4.0,4.0,10.0,11.0,5.0,14.0,4.0,9.0,0.0,0.0,0.0,1.0,88.9,75.0,0.0,0.0,120213.0,74438.0,5300.0,65013.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,6000,6000,6000.0, 36 months, 12.05%,199.43,C,C1,woodcrafter,< 1 year,RENT,22000,Source Verified,Nov-2015,n,,,other,Other,337xx,FL,33.66,0,Dec-2009,0,,,8,0,6028,61.5%,9,w,0.00,0.00,7024.6411539032,7024.64,6000.00,1024.64,0.0,0.0,0.0,Nov-2017,2445.78,,Jan-2018,0,,1,Individual,,,,0,0,26780.0,,,,,,,,,,,,9800.0,,,,3,3348.0,789.0,85.7,0,0.0,16.0,70.0,11.0,11.0,0.0,17.0,,11.0,,0.0,3.0,5.0,3.0,4.0,1.0,7.0,8.0,5.0,8.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,34966.0,26780.0,5500.0,25166.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,22400,22400,22400.0, 60 months,  9.76%,473.3,B,B3,Sr comp analyst,3 years,RENT,120000,Not Verified,Nov-2015,n,,,credit_card,Credit card refinancing,951xx,CA,17.81,1,Aug-2002,1,15,,21,0,26326,53.4%,30,w,0.00,0.00,5667.45,5667.45,3653.94,2013.51,0.0,0.0,0.0,Dec-2016,473.3,,Feb-2018,0,,1,Individual,,,,0,0,67469.0,,,,,,,,,,,,49300.0,,,,6,3373.0,15660.0,59.3,0,0.0,146.0,159.0,5.0,5.0,0.0,5.0,15.0,5.0,15.0,0.0,6.0,9.0,10.0,11.0,6.0,17.0,23.0,9.0,21.0,0.0,0.0,0.0,2.0,93.3,20.0,0.0,0.0,103253.0,67469.0,38500.0,53858.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,0
,,9000,9000,9000.0, 36 months,  6.68%,276.58,A,A3,Payroll Admin,10+ years,RENT,40000,Not Verified,May-2015,n,,,credit_card,Credit card refinancing,540xx,WI,9.6,0,Oct-1998,0,38,,6,0,8903,49.2%,16,w,820.55,820.55,9123.8,9123.80,8179.45,944.35,0.0,0.0,0.0,Feb-2018,276.58,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,15175.0,,,,,,,,,,,,18100.0,,,,2,2529.0,8197.0,52.1,0,0.0,140.0,198.0,4.0,4.0,0.0,4.0,,14.0,64.0,0.0,3.0,3.0,4.0,4.0,9.0,5.0,7.0,3.0,6.0,0.0,0.0,0.0,1.0,86.7,25.0,0.0,0.0,29639.0,15175.0,17100.0,11539.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,10500,10500,10500.0, 36 months,  6.99%,324.17,A,A2,Registered Nurse,1 year,MORTGAGE,69000,Source Verified,Nov-2016,n,,,credit_card,Credit card refinancing,301xx,GA,12.35,1,May-2003,2,20,78,9,1,2341,20.5%,38,w,0.00,0.00,11149.6806050063,11149.68,10500.00,649.68,0.0,0.0,0.0,Oct-2017,7889.63,,Dec-2017,0,,1,Individual,,,,0,0,236300.0,1,3.0,0,2.0,13.0,88105.0,76,1.0,4.0,1974,59.0,11400.0,1,0,2.0,6,26256.0,5999.0,25.9,0,0.0,162.0,144.0,4.0,4.0,2.0,14.0,20.0,4.0,20.0,0.0,2.0,3.0,2.0,9.0,16.0,5.0,20.0,3.0,9.0,0.0,0.0,0.0,1.0,93.3,50.0,1.0,0.0,254986.0,90446.0,8100.0,90015.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,10000,10000,10000.0, 36 months,  8.24%,314.48,B,B1,Nurses Aid,10+ years,RENT,38000,Not Verified,May-2017,n,,,debt_consolidation,Debt consolidation,066xx,CT,28.28,0,Feb-1993,0,39,,9,0,8491,42.5%,19,f,7725.93,7725.93,2821.16,2821.16,2274.07,547.09,0.0,0.0,0.0,Feb-2018,314.48,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,19466.0,3,1.0,0,0.0,49.0,10975.0,43,3.0,4.0,3836,43.0,20000.0,0,2,0.0,4,2433.0,7669.0,46.4,0,0.0,266.0,158.0,2.0,2.0,0.0,2.0,39.0,,39.0,0.0,3.0,6.0,3.0,4.0,6.0,6.0,10.0,6.0,9.0,0.0,0.0,0.0,3.0,94.4,0.0,0.0,0.0,45384.0,19466.0,14300.0,25384.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,10000,10000,10000.0, 36 months, 11.44%,329.48,B,B4,Street Maintenance Supervisor,10+ years,MORTGAGE,56462,Source Verified,Mar-2017,n,,,debt_consolidation,Debt consolidation,235xx,VA,8.95,0,Mar-1996,0,,6,5,1,0,0%,43,w,7555.49,7555.49,3282.09,3282.09,2444.51,837.58,0.0,0.0,0.0,Jan-2018,329.48,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,221077.0,1,1.0,2,5.0,2.0,15868.0,96,1.0,1.0,0,74.0,5000.0,0,14,3.0,7,55269.0,,,0,0.0,127.0,252.0,9.0,2.0,10.0,,,2.0,,0.0,0.0,0.0,0.0,9.0,17.0,2.0,16.0,0.0,5.0,0.0,0.0,0.0,4.0,100.0,,1.0,0.0,228505.0,15868.0,0.0,16541.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,20000,20000,20000.0, 60 months, 12.99%,454.96,C,C2,Manager of Operations,2 years,RENT,57000,Source Verified,Apr-2016,n,,,debt_consolidation,Debt consolidation,103xx,NY,14.97,0,Jul-2001,0,,,12,0,15090,34.5%,15,w,14112.26,14112.26,9994.69,9994.69,5887.74,4106.95,0.0,0.0,0.0,Feb-2018,454.96,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,25523.0,1,1.0,0,1.0,17.0,10433.0,80,2.0,2.0,4576,45.0,43700.0,0,0,1.0,3,2127.0,16002.0,45.8,0,0.0,17.0,177.0,4.0,4.0,0.0,4.0,,11.0,,0.0,7.0,10.0,7.0,9.0,1.0,11.0,14.0,10.0,12.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,56700.0,25523.0,29500.0,13000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,15000,15000,15000.0, 36 months, 13.33%,507.8,C,C3,Letter Carrier,10+ years,MORTGAGE,65000,Not Verified,May-2015,n,,,debt_consolidation,Debt consolidation,895xx,NV,17.6,1,Dec-1996,0,18,,5,0,1480,25.5%,16,w,0.00,0.00,18009.7978386705,18009.80,15000.00,3009.80,0.0,0.0,0.0,Jul-2017,5325.91,,Aug-2017,0,18,1,Individual,,,,0,0,506923.0,,,,,,,,,,,,5800.0,,,,3,101385.0,4320.0,25.5,0,0.0,127.0,221.0,17.0,11.0,6.0,17.0,,5.0,,2.0,2.0,2.0,2.0,4.0,3.0,2.0,6.0,2.0,5.0,0.0,0.0,1.0,1.0,93.3,0.0,0.0,0.0,669751.0,51445.0,5800.0,56951.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,6550,6550,6550.0, 36 months, 22.45%,251.68,E,E5,Senior Conflicts Assistant,8 years,RENT,72000,Source Verified,Apr-2016,n,,,debt_consolidation,Debt consolidation,104xx,NY,31.64,0,Sep-2001,1,34,,14,0,9955,88.9%,18,w,0.00,0.00,3697.7,3697.70,1716.61,1281.43,15.0,684.66,123.2387999976,May-2017,518.36,,Oct-2017,0,34,1,Individual,,,,0,0,95195.0,2,9.0,1,1.0,8.0,85240.0,77,2.0,2.0,5036,78.0,11200.0,5,0,3.0,3,6800.0,1157.0,89.1,0,0.0,175.0,161.0,4.0,4.0,0.0,4.0,34.0,3.0,34.0,0.0,4.0,5.0,4.0,7.0,9.0,5.0,9.0,5.0,14.0,0.0,0.0,0.0,3.0,88.9,75.0,0.0,0.0,122207.0,95195.0,10600.0,111007.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,0
,,12000,12000,12000.0, 36 months,  8.18%,377.04,B,B1,OR RN,10+ years,OWN,62000,Verified,Jun-2015,n,,,credit_card,Credit card refinancing,148xx,NY,30.62,0,Mar-1995,1,62,,18,0,15273,54%,48,f,0.00,0.00,13383.8492366614,13383.85,12000.00,1383.85,0.0,0.0,0.0,Jun-2017,4375.8,,Jan-2018,0,,1,Individual,,,,0,0,127469.0,,,,,,,,,,,,28300.0,,,,11,7082.0,10630.0,59.0,0,0.0,157.0,242.0,6.0,3.0,3.0,6.0,,4.0,68.0,2.0,8.0,9.0,11.0,21.0,15.0,14.0,30.0,9.0,18.0,0.0,0.0,0.0,6.0,81.8,18.2,0.0,0.0,153376.0,81631.0,25900.0,71116.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,28000,28000,27925.0, 36 months,  8.90%,889.09,A,A5,Water System Operator/Payroll System Adm,4 years,MORTGAGE,98000,Verified,Nov-2013,n,,,debt_consolidation,Consolidation,968xx,HI,23.67,0,Jun-1997,1,37,,11,0,5033,15%,31,f,0.00,0.00,29517.7057780346,29438.64,28000.00,1517.71,0.0,0.0,0.0,Jul-2014,23297.97,,Feb-2018,0,42,1,Individual,,,,0,0,466061.0,,,,,,,,,,,,33600.0,,,,8,46606.0,5045.0,41.3,0,0.0,96.0,195.0,16.0,3.0,5.0,67.0,37.0,6.0,37.0,1.0,2.0,3.0,4.0,12.0,7.0,6.0,18.0,3.0,11.0,0.0,0.0,0.0,2.0,90.0,0.0,0.0,0.0,510926.0,89934.0,8600.0,94826.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,9800,9800,9800.0, 36 months,  9.17%,312.42,B,B2,support person,10+ years,RENT,25000,Source Verified,Apr-2015,n,,,debt_consolidation,Debt consolidation,057xx,VT,34.61,0,Jun-2003,0,,,14,0,14192,33.2%,29,w,0.00,0.00,10760.91,10760.91,9800.00,960.91,0.0,0.0,0.0,Jul-2016,6397.02,,Feb-2018,0,,1,Individual,,,,0,0,29127.0,,,,,,,,,,,,42800.0,,,,5,2427.0,25092.0,35.7,0,0.0,140.0,141.0,8.0,8.0,3.0,8.0,,9.0,,0.0,6.0,8.0,8.0,11.0,6.0,13.0,20.0,8.0,14.0,0.0,0.0,0.0,2.0,100.0,12.5,0.0,0.0,60168.0,29127.0,39000.0,17368.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,4975,4975,4975.0, 36 months, 19.99%,184.87,D,D4,Supervisor,2 years,RENT,41000,Verified,Apr-2017,n,,,debt_consolidation,Debt consolidation,770xx,TX,9.6,1,Feb-2005,0,2,87,13,1,1618,22.2%,16,f,3875.10,3875.10,1837.65,1837.65,1099.90,737.75,0.0,0.0,0.0,Feb-2018,184.87,Mar-2018,Feb-2018,0,2,1,Individual,,,,1,418,39608.0,0,8.0,0,0.0,123.0,34887.0,119,2.0,4.0,0,100.0,7300.0,0,0,1.0,4,3047.0,,,0,3092.0,146.0,117.0,7.0,7.0,0.0,,,7.0,,10.0,0.0,1.0,0.0,1.0,9.0,4.0,6.0,1.0,12.0,1.0,0.0,1.0,2.0,37.5,,0.0,1.0,39765.0,39608.0,0.0,29362.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,23100,23100,23100.0, 60 months, 18.06%,587.35,D,D2,Business Unit Director,1 year,MORTGAGE,165000,Source Verified,Dec-2017,n,,,debt_consolidation,Debt consolidation,211xx,MD,13.34,4,Dec-2001,0,7,,8,0,8496,65.4%,27,w,22617.00,22617.00,1128.35,1128.35,483.00,645.35,0.0,0.0,0.0,Feb-2018,587.35,Mar-2018,Feb-2018,0,34,1,Individual,,,,0,0,357494.0,0,2.0,0,1.0,18.0,37121.0,63,0.0,2.0,0,63.0,13000.0,1,7,0.0,4,44687.0,1500.0,0.0,0,0.0,147.0,191.0,17.0,17.0,2.0,17.0,12.0,18.0,12.0,1.0,0.0,1.0,2.0,4.0,13.0,5.0,11.0,1.0,8.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,392305.0,45617.0,1500.0,59075.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,18000,18000,18000.0, 36 months, 10.49%,584.96,B,B3,Driver,2 years,RENT,77000,Not Verified,Nov-2014,n,,,credit_card,Credit card refinancing,071xx,NJ,12.72,0,Nov-2007,0,,,5,0,7179,49.9%,11,w,0.00,0.00,19148.87,19148.87,16140.47,3008.40,0.0,0.0,0.0,Aug-2017,584.96,,Jan-2018,0,,1,Individual,,,,0,0,38693.0,,,,,,,,,,,,14400.0,,,,2,7739.0,542.0,92.5,0,0.0,63.0,84.0,5.0,5.0,0.0,5.0,,8.0,,0.0,3.0,4.0,3.0,3.0,4.0,4.0,7.0,4.0,5.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,49055.0,38693.0,7200.0,34655.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,0
,,6000,6000,6000.0, 36 months,  7.99%,188.0,A,A5,,,RENT,47000,Not Verified,Feb-2017,n,,,debt_consolidation,Debt consolidation,131xx,NY,34.22,0,Mar-2004,0,,,16,0,11748,16.3%,22,f,4316.14,4316.14,2065.34,2065.34,1683.86,381.48,0.0,0.0,0.0,Feb-2018,188.0,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,39473.0,1,3.0,0,2.0,17.0,27725.0,64,1.0,3.0,6335,34.0,72200.0,0,5,0.0,5,2632.0,44541.0,17.7,0,0.0,90.0,155.0,2.0,2.0,0.0,2.0,,14.0,,0.0,5.0,7.0,8.0,9.0,7.0,13.0,15.0,7.0,16.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,115782.0,39473.0,54100.0,43582.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,8000,8000,8000.0, 36 months, 15.31%,278.54,C,C5,Assistant Store Manager ,10+ years,RENT,65000,Source Verified,Apr-2016,n,,,debt_consolidation,Debt consolidation,063xx,CT,29.43,0,Jan-2002,2,27,,19,0,8857,65.1%,27,w,3645.28,3645.28,5969.42,5969.42,4354.72,1614.70,0.0,0.0,0.0,Jan-2018,278.54,Mar-2018,Feb-2018,0,46,1,Individual,,,,0,0,53718.0,1,6.0,4,5.0,6.0,44861.0,77,1.0,3.0,2534,74.0,15600.0,2,0,8.0,8,2827.0,1288.0,83.1,0,0.0,171.0,145.0,7.0,6.0,0.0,18.0,,2.0,27.0,0.0,5.0,10.0,6.0,7.0,12.0,13.0,15.0,10.0,19.0,0.0,0.0,0.0,5.0,92.0,83.3,0.0,0.0,74186.0,53718.0,7600.0,58586.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,35000,35000,35000.0, 36 months,  8.18%,1099.69,B,B1,teacher,10+ years,RENT,70706,Verified,May-2015,n,,,credit_card,Credit card refinancing,492xx,MI,25.17,0,Mar-1989,0,,,9,0,24268,86.1%,24,w,3254.27,3254.27,36369.29,36369.29,31745.73,4623.56,0.0,0.0,0.0,Feb-2018,1099.69,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,68864.0,,,,,,,,,,,,28200.0,,,,0,7652.0,1333.0,94.6,0,0.0,162.0,313.0,25.0,25.0,1.0,25.0,,,,0.0,4.0,6.0,4.0,7.0,8.0,6.0,15.0,6.0,9.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,88019.0,68864.0,24600.0,59819.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,14400,14400,14400.0, 36 months, 10.64%,468.99,B,B2,Falcon School District 49,3 years,MORTGAGE,50000,Not Verified,Jul-2013,n,,  Borrower added on 07/03/13 > I'm happy and healthy but I want to be debt free.  This loan will help me accomplish that!<br>,credit_card,My pay-off,809xx,CO,24.58,0,Nov-1994,0,,,12,0,19420,74.7%,31,f,0.00,0.00,16798.306058528,16798.31,14400.00,2398.31,0.0,0.0,0.0,Jun-2016,139.41,,Jun-2016,0,,1,Individual,,,,0,0,190720.0,,,,,,,,,,,,26000.0,,,,3,15893.0,6496.0,74.0,0,0.0,95.0,227.0,4.0,4.0,6.0,4.0,,,,0.0,5.0,6.0,6.0,9.0,9.0,7.0,15.0,6.0,12.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,185604.0,94926.0,25000.0,62237.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,4000,4000,4000.0, 36 months, 14.47%,137.63,C,C2,Budget Analyst,10+ years,MORTGAGE,65000,Verified,Dec-2013,n,,  Borrower added on 12/05/13 > Pay off higher interest loans<br>,debt_consolidation,Payoff,786xx,TX,25.55,1,Oct-1996,3,18,98,9,1,3614,65.7%,26,f,0.00,0.00,4899.17,4899.17,4000.00,899.17,0.0,0.0,0.0,Apr-2016,1183.16,,Apr-2016,0,40,1,Individual,,,,0,0,49824.0,,,,,,,,,,,,5500.0,,,,7,5536.0,1002.0,64.2,0,0.0,123.0,206.0,15.0,8.0,2.0,36.0,,1.0,18.0,1.0,4.0,7.0,4.0,7.0,12.0,7.0,12.0,7.0,9.0,0.0,0.0,0.0,3.0,92.0,0.0,1.0,0.0,70024.0,49824.0,2800.0,64524.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,10000,10000,10000.0, 60 months, 12.68%,225.9,C,C1,,,MORTGAGE,21000,Verified,Apr-2011,n,,,debt_consolidation,debtconsol,486xx,MI,5.71,0,Jul-1998,4,,,5,0,3758,29.1%,10,f,0.00,0.00,13498.48,13498.48,10000.00,3498.48,0.0,0.0,0.0,Feb-2016,173.08,,Feb-2018,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,12000,12000,12000.0, 36 months, 13.11%,404.97,B,B4,Saatchi & Saatchi X,3 years,MORTGAGE,62000,Not Verified,Jan-2013,n,,  Borrower added on 01/16/13 > Pay off high interest rate credit cards and become debt free in 2013!<br>,debt_consolidation,Debt Consolidation 2013 ,727xx,AR,7.61,2,Sep-1999,1,18,,10,0,6385,47.6%,31,w,0.00,0.00,13965.6507165989,13965.65,12000.00,1965.65,0.0,0.0,0.0,Jun-2015,436.43,,Nov-2016,0,18,1,Individual,,,,0,0,185025.0,,,,,,,,,,,,13400.0,,,,1,23128.0,33.0,98.3,0,0.0,135.0,162.0,12.0,12.0,5.0,40.0,51.0,3.0,21.0,2.0,2.0,5.0,2.0,13.0,3.0,9.0,23.0,5.0,10.0,0.0,0.0,1.0,1.0,90.0,100.0,0.0,0.0,197900.0,6385.0,1900.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,16000,16000,16000.0, 36 months, 12.99%,539.03,C,C2,dept senior,10+ years,OWN,70000,Not Verified,Jun-2016,n,,,credit_card,Credit card refinancing,567xx,MN,25.25,0,Aug-2002,2,39,113,26,1,19458,55.6%,38,f,7879.78,7879.78,10769.05,10769.05,8120.22,2648.83,0.0,0.0,0.0,Feb-2018,539.03,Mar-2018,Feb-2018,0,,1,Individual,,,,0,0,48492.0,2,2.0,1,1.0,8.0,29034.0,60,5.0,12.0,3461,58.0,35000.0,0,0,6.0,13,2021.0,1910.0,83.4,0,0.0,148.0,165.0,2.0,2.0,1.0,2.0,,0.0,39.0,0.0,5.0,17.0,5.0,8.0,8.0,24.0,29.0,17.0,26.0,0.0,0.0,0.0,6.0,97.3,80.0,1.0,0.0,83743.0,48492.0,11500.0,48743.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
,,10000,10000,10000.0, 36 months, 18.25%,362.78,D,D2,Raymond James Financial,10+ years,MORTGAGE,500000,Verified,Aug-2013,n,,  Borrower added on 08/19/13 > bill and debt consolidation<br>,debt_consolidation,Consolidation Loan,380xx,TN,13.03,0,Feb-1990,2,25,,11,0,36650,80.2%,42,w,0.00,0.00,13060.0474491429,13060.05,10000.00,3060.05,0.0,0.0,0.0,Sep-2016,362.74,,Sep-2017,0,,1,Individual,,,,0,0,562432.0,,,,,,,,,,,,45700.0,,,,5,51130.0,0.0,101.3,0,0.0,266.0,286.0,7.0,7.0,4.0,7.0,,1.0,,0.0,3.0,5.0,3.0,7.0,25.0,5.0,11.0,5.0,11.0,0.0,0.0,0.0,2.0,95.0,100.0,0.0,0.0,640890.0,262254.0,29000.0,208688.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,1
