loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,last_credit_pull_d,collections_12_mths_ex_med,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,disbursement_method,Loan_status
13500.0,13500.0,13500.0, 36 months, 12.29%,450.27,C,C1,10+ years,RENT,60000.0,Source Verified,Feb-2015,n,other,VA,32.28,2.0,May-2000,1.0,7.0,0.0,12725.0,56.3%,19.0,w,Dec-2017,0.0,Individual,0.0,0.0,64284.0,22600.0,9183.0,42.0,99.1,0.0,0.0,137.0,177.0,3.0,3.0,0.0,95.0,0.0,1.0,3.0,1.0,1.0,13.0,4.0,6.0,3.0,7.0,0.0,0.0,0.0,2.0,84.2,100.0,0.0,0.0,89592.0,64284.0,4500.0,66992.0,Cash,1
21175.0,21175.0,21175.0, 36 months, 10.75%,690.74,B,B4,10+ years,MORTGAGE,57500.0,Not Verified,Jun-2016,n,debt_consolidation,OH,30.04,0.0,Mar-2003,0.0,14.0,0.0,33683.0,49.7%,32.0,w,Apr-2017,0.0,Individual,0.0,0.0,210204.0,67800.0,16170.0,16015.0,65.9,0.0,0.0,155.0,146.0,40.0,4.0,2.0,65.0,0.0,2.0,5.0,5.0,10.0,11.0,11.0,19.0,5.0,14.0,0.0,0.0,0.0,1.0,100.0,25.0,0.0,0.0,267560.0,47283.0,47000.0,19800.0,Cash,1
13350.0,13350.0,13350.0, 36 months, 17.57%,479.76,D,D2,2 years,RENT,50000.0,Source Verified,Dec-2013,n,debt_consolidation,GA,3.26,0.0,Feb-2007,0.0,6.0,0.0,6127.0,72.1%,12.0,f,Oct-2016,0.0,Individual,0.0,0.0,6127.0,8500.0,1021.0,797.0,88.3,0.0,0.0,,82.0,4.0,4.0,0.0,4.0,0.0,4.0,5.0,4.0,9.0,0.0,6.0,12.0,5.0,6.0,0.0,0.0,0.0,2.0,100.0,75.0,0.0,0.0,8500.0,6127.0,6800.0,0.0,Cash,0
30000.0,30000.0,30000.0, 36 months, 11.44%,988.43,B,B4,4 years,RENT,90000.0,Source Verified,Oct-2016,n,credit_card,TX,12.57,0.0,Sep-2012,1.0,11.0,0.0,19053.0,41.8%,12.0,f,Feb-2018,0.0,Individual,0.0,0.0,34810.0,45600.0,3165.0,21539.0,40.7,0.0,0.0,29.0,49.0,2.0,2.0,0.0,5.0,0.0,6.0,8.0,6.0,6.0,1.0,10.0,11.0,8.0,11.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,72895.0,34810.0,36300.0,27295.0,Cash,1
7000.0,7000.0,7000.0, 36 months, 11.49%,230.8,B,B5,3 years,RENT,150000.0,Source Verified,Sep-2016,n,major_purchase,FL,9.03,0.0,Aug-1999,1.0,11.0,1.0,3747.0,70.7%,21.0,w,Feb-2018,0.0,Individual,0.0,430.0,47326.0,5300.0,4302.0,1553.0,70.7,0.0,0.0,204.0,85.0,23.0,3.0,0.0,23.0,2.0,1.0,1.0,1.0,1.0,19.0,1.0,2.0,1.0,11.0,0.0,0.0,0.0,1.0,95.0,0.0,0.0,0.0,62745.0,47326.0,5300.0,57445.0,Cash,1
11200.0,11200.0,11200.0, 36 months, 16.02%,393.87,C,C5,< 1 year,MORTGAGE,50000.0,Verified,Nov-2017,n,debt_consolidation,LA,11.71,0.0,Oct-2010,0.0,13.0,0.0,6693.0,77.8%,16.0,w,Feb-2018,0.0,Individual,0.0,0.0,208580.0,8600.0,16045.0,0.0,100.6,0.0,0.0,85.0,50.0,19.0,16.0,1.0,50.0,0.0,1.0,3.0,1.0,1.0,10.0,3.0,5.0,3.0,13.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,216878.0,39499.0,2000.0,34500.0,Cash,1
8400.0,8400.0,8400.0, 36 months, 19.99%,312.14,D,D4,9 years,MORTGAGE,30000.0,Verified,Oct-2016,n,debt_consolidation,AZ,9.84,1.0,May-1986,0.0,6.0,1.0,2606.0,81.4%,11.0,f,Feb-2018,0.0,Individual,0.0,0.0,201662.0,3200.0,33610.0,594.0,81.4,0.0,29523.0,119.0,48.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,0.0,0.0,1.0,3.0,90.9,66.7,1.0,0.0,203408.0,33867.0,3200.0,2477.0,Cash,1
12000.0,12000.0,12000.0, 36 months, 18.99%,439.82,D,D3,10+ years,RENT,77000.0,Source Verified,Dec-2016,n,debt_consolidation,CA,23.47,0.0,Oct-1994,0.0,15.0,0.0,42108.0,85.4%,24.0,f,Nov-2017,0.0,Individual,0.0,0.0,482061.0,49300.0,32137.0,179.0,96.4,0.0,0.0,115.0,266.0,19.0,16.0,2.0,54.0,1.0,2.0,10.0,2.0,3.0,9.0,10.0,13.0,10.0,15.0,0.0,0.0,0.0,0.0,91.7,100.0,0.0,0.0,516805.0,82232.0,5000.0,38505.0,Cash,1
25000.0,25000.0,25000.0, 36 months, 23.99%,980.7,E,E2,10+ years,RENT,85000.0,Not Verified,Jul-2016,n,debt_consolidation,NY,23.56,0.0,Jan-2008,0.0,10.0,0.0,16424.0,94.4%,19.0,f,Feb-2018,0.0,Individual,0.0,0.0,50813.0,17400.0,5081.0,976.0,94.4,0.0,0.0,98.0,102.0,11.0,11.0,0.0,11.0,1.0,6.0,6.0,6.0,10.0,8.0,6.0,11.0,6.0,10.0,0.0,0.0,0.0,3.0,77.8,100.0,0.0,0.0,65225.0,50813.0,17400.0,47825.0,Cash,1
8800.0,8800.0,8800.0, 36 months,  8.39%,277.35,B,B1,10+ years,MORTGAGE,48000.0,Not Verified,Mar-2016,n,debt_consolidation,NE,9.55,0.0,Jan-2005,0.0,9.0,1.0,7503.0,34.1%,18.0,w,Feb-2018,0.0,Individual,0.0,0.0,112248.0,22000.0,12472.0,7997.0,44.1,0.0,0.0,134.0,81.0,7.0,7.0,2.0,34.0,0.0,2.0,3.0,2.0,3.0,4.0,7.0,12.0,3.0,9.0,0.0,0.0,0.0,4.0,100.0,0.0,1.0,0.0,129266.0,12896.0,14300.0,6132.0,Cash,1
30000.0,30000.0,30000.0, 36 months,  7.89%,938.57,A,A5,4 years,RENT,200000.0,Verified,May-2016,n,credit_card,CA,9.66,0.0,Aug-1994,0.0,9.0,1.0,21377.0,56.6%,19.0,w,Feb-2018,0.0,Individual,0.0,0.0,43704.0,37800.0,6243.0,16423.0,56.6,0.0,0.0,153.0,260.0,20.0,11.0,1.0,20.0,0.0,5.0,5.0,7.0,8.0,9.0,7.0,9.0,5.0,9.0,0.0,0.0,0.0,1.0,100.0,20.0,0.0,1.0,72640.0,43704.0,37800.0,34840.0,Cash,1
4000.0,4000.0,4000.0, 36 months,  5.32%,120.46,A,A1,< 1 year,MORTGAGE,117000.0,Source Verified,Jul-2017,n,credit_card,MN,3.07,0.0,Jan-2000,0.0,12.0,0.0,4700.0,6.2%,26.0,w,Sep-2017,0.0,Individual,0.0,0.0,418936.0,75800.0,38085.0,56450.0,7.6,0.0,0.0,184.0,210.0,3.0,3.0,1.0,3.0,0.0,3.0,4.0,6.0,14.0,6.0,10.0,19.0,4.0,12.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,509716.0,6907.0,61100.0,16916.0,Cash,1
32000.0,32000.0,32000.0, 36 months, 15.31%,1114.16,C,C4,2 years,MORTGAGE,120000.0,Source Verified,Feb-2014,n,debt_consolidation,NJ,19.85,3.0,May-1991,0.0,17.0,0.0,38943.0,72.4%,37.0,w,Feb-2018,0.0,Individual,0.0,90.0,369473.0,53800.0,21734.0,1784.0,94.0,0.0,0.0,162.0,273.0,21.0,11.0,4.0,55.0,0.0,4.0,10.0,4.0,10.0,7.0,14.0,26.0,10.0,17.0,0.0,0.0,0.0,1.0,89.2,75.0,0.0,0.0,466999.0,54032.0,29700.0,43399.0,Cash,1
10000.0,10000.0,10000.0, 36 months, 15.80%,350.59,C,C3,10+ years,MORTGAGE,40000.0,Not Verified,Jun-2013,n,debt_consolidation,LA,18.49,0.0,Jan-2001,1.0,13.0,0.0,8085.0,94.8%,20.0,f,Oct-2016,0.0,Individual,0.0,0.0,135004.0,8500.0,10385.0,608.0,90.7,0.0,0.0,149.0,150.0,23.0,23.0,1.0,23.0,2.0,7.0,8.0,7.0,9.0,8.0,8.0,10.0,8.0,13.0,0.0,0.0,0.0,0.0,94.0,71.4,0.0,0.0,152580.0,11681.0,7400.0,14625.0,Cash,0
18450.0,18450.0,18450.0, 36 months,  9.67%,592.48,B,B1,3 years,MORTGAGE,99300.0,Not Verified,May-2014,n,debt_consolidation,WI,8.76,0.0,Aug-1990,2.0,6.0,0.0,18021.0,90.6%,9.0,w,Feb-2018,0.0,Individual,0.0,0.0,163450.0,19900.0,27242.0,63.0,99.2,0.0,0.0,135.0,284.0,21.0,15.0,1.0,135.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,175868.0,32356.0,8000.0,22205.0,Cash,1
29450.0,29450.0,29450.0, 60 months, 20.49%,788.3,E,E4,10+ years,OWN,67000.0,Source Verified,Mar-2015,n,debt_consolidation,CA,19.09,0.0,Jun-1990,0.0,7.0,0.0,20939.0,84.1%,9.0,f,Feb-2018,0.0,Individual,0.0,0.0,39514.0,24900.0,5645.0,657.0,96.5,0.0,0.0,9.0,297.0,10.0,9.0,0.0,10.0,0.0,3.0,5.0,3.0,3.0,1.0,6.0,8.0,6.0,7.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,44900.0,39514.0,18900.0,20000.0,Cash,1
9000.0,9000.0,9000.0, 36 months,  8.24%,283.03,B,B1,10+ years,MORTGAGE,135000.0,Source Verified,Apr-2017,n,major_purchase,NJ,11.07,0.0,Oct-2003,0.0,6.0,0.0,9114.0,56.6%,13.0,f,Feb-2018,0.0,Individual,0.0,0.0,279229.0,16100.0,46538.0,3942.0,68.5,0.0,0.0,151.0,57.0,19.0,5.0,5.0,40.0,0.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,2.0,92.3,50.0,0.0,0.0,296984.0,62059.0,12500.0,56084.0,Cash,1
18900.0,18900.0,18900.0, 36 months, 16.02%,664.66,C,C5,1 year,OWN,191000.0,Not Verified,Jul-2017,n,home_improvement,CA,6.83,0.0,Jul-1987,3.0,24.0,0.0,37868.0,47.5%,30.0,w,Feb-2018,0.0,Individual,0.0,0.0,38316.0,109200.0,1742.0,47449.0,65.7,0.0,0.0,,99.0,15.0,15.0,0.0,15.0,0.0,13.0,19.0,16.0,19.0,0.0,23.0,29.0,19.0,24.0,0.0,0.0,0.0,0.0,100.0,28.6,0.0,0.0,112602.0,38316.0,75800.0,0.0,Cash,1
8000.0,8000.0,8000.0, 36 months,  7.26%,247.97,A,A4,1 year,RENT,51000.0,Not Verified,May-2015,n,credit_card,CA,15.42,0.0,Aug-2000,0.0,15.0,0.0,7401.0,28.4%,22.0,w,Oct-2015,0.0,Individual,0.0,976.0,23734.0,26100.0,1978.0,14495.0,22.9,0.0,0.0,160.0,177.0,4.0,4.0,0.0,4.0,0.0,5.0,8.0,5.0,8.0,4.0,12.0,18.0,8.0,15.0,0.0,0.0,0.0,1.0,95.5,0.0,0.0,0.0,53223.0,23734.0,18800.0,27123.0,Cash,1
12000.0,12000.0,12000.0, 60 months, 18.06%,305.12,D,D2,3 years,RENT,30000.0,Verified,Jun-2017,n,debt_consolidation,GA,4.36,0.0,Oct-2013,0.0,4.0,0.0,3666.0,66.7%,10.0,w,Feb-2018,0.0,Individual,0.0,90.0,3666.0,5500.0,917.0,1834.0,66.7,0.0,0.0,,43.0,6.0,6.0,0.0,6.0,0.0,3.0,3.0,4.0,9.0,0.0,4.0,10.0,3.0,4.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,5500.0,3666.0,5500.0,0.0,Cash,1
12800.0,12800.0,12800.0, 36 months, 18.75%,467.59,D,D3,< 1 year,RENT,38400.0,Not Verified,Feb-2013,n,debt_consolidation,AR,25.03,0.0,Jun-2007,3.0,11.0,0.0,9312.0,57.8%,16.0,f,Feb-2018,0.0,Individual,0.0,0.0,27317.0,16100.0,2483.0,1681.0,82.7,0.0,0.0,65.0,68.0,9.0,9.0,0.0,20.0,0.0,3.0,7.0,5.0,7.0,4.0,9.0,12.0,7.0,11.0,0.0,0.0,0.0,4.0,100.0,60.0,0.0,0.0,44637.0,27317.0,9700.0,28537.0,Cash,1
5000.0,5000.0,5000.0, 36 months,  7.97%,156.62,A,A5,10+ years,MORTGAGE,42000.0,Source Verified,Oct-2017,n,debt_consolidation,WI,24.77,1.0,Dec-1999,0.0,23.0,0.0,24824.0,26%,41.0,w,Feb-2018,0.0,Individual,0.0,0.0,112545.0,95400.0,5116.0,35676.0,41.0,0.0,0.0,155.0,214.0,3.0,3.0,4.0,3.0,1.0,7.0,7.0,12.0,16.0,11.0,20.0,26.0,7.0,23.0,0.0,0.0,1.0,5.0,97.6,16.7,0.0,0.0,198453.0,38904.0,60500.0,21053.0,Cash,1
4800.0,4800.0,4800.0, 36 months,  9.93%,154.73,B,B2,2 years,MORTGAGE,104000.0,Not Verified,Jun-2017,n,credit_card,WI,13.2,0.0,Aug-2003,2.0,8.0,2.0,6197.0,27.2%,29.0,w,Feb-2018,0.0,Individual,0.0,0.0,397737.0,22800.0,49717.0,6803.0,47.7,0.0,0.0,124.0,166.0,4.0,1.0,1.0,4.0,11.0,2.0,2.0,3.0,5.0,16.0,5.0,9.0,2.0,8.0,0.0,0.0,0.0,3.0,50.0,0.0,0.0,0.0,417967.0,101737.0,13000.0,99167.0,Cash,1
1600.0,1600.0,1600.0, 36 months, 14.99%,55.46,C,C4,4 years,OWN,24000.0,Verified,Mar-2017,n,moving,HI,21.4,0.0,Mar-2006,0.0,5.0,0.0,8230.0,61.4%,6.0,w,Feb-2018,0.0,Individual,0.0,0.0,17755.0,13400.0,3551.0,,,0.0,0.0,17.0,132.0,46.0,3.0,0.0,,0.0,0.0,2.0,0.0,1.0,2.0,3.0,4.0,2.0,5.0,0.0,0.0,0.0,1.0,100.0,,0.0,0.0,23650.0,17755.0,0.0,10250.0,Cash,1
10000.0,10000.0,10000.0, 36 months, 11.49%,329.72,B,B5,2 years,OWN,50000.0,Not Verified,Jan-2017,n,debt_consolidation,OH,17.5,0.0,Feb-2011,0.0,9.0,0.0,802.0,3.3%,15.0,w,Feb-2018,0.0,Individual,0.0,0.0,32875.0,24400.0,4109.0,13998.0,5.4,0.0,0.0,55.0,71.0,8.0,4.0,0.0,8.0,0.0,1.0,1.0,5.0,6.0,5.0,7.0,10.0,1.0,9.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,61918.0,32875.0,14800.0,37518.0,Cash,1
6000.0,6000.0,6000.0, 36 months, 11.99%,199.26,C,C1,1 year,RENT,48000.0,Verified,Mar-2016,n,home_improvement,FL,2.95,3.0,Oct-1990,1.0,8.0,1.0,1525.0,21.2%,10.0,w,Feb-2018,0.0,Individual,0.0,1798.0,6524.0,7200.0,932.0,160.0,89.3,0.0,0.0,58.0,64.0,4.0,4.0,1.0,32.0,0.0,1.0,4.0,1.0,1.0,2.0,7.0,7.0,4.0,8.0,0.0,0.0,0.0,1.0,60.0,100.0,0.0,0.0,27337.0,1525.0,1500.0,0.0,Cash,1
11500.0,11500.0,11250.0, 36 months,  7.90%,359.84,A,A4,10+ years,MORTGAGE,55000.0,Not Verified,Jun-2012,n,credit_card,AR,16.42,0.0,Feb-2002,0.0,4.0,0.0,22241.0,84.6%,15.0,f,Apr-2013,0.0,Individual,0.0,,,,,4059.0,84.6,0.0,0.0,,,,,4.0,17.0,,,,3.0,,,,,,4.0,,,,,,66.7,0.0,0.0,,22241.0,26300.0,,Cash,1
9300.0,9300.0,9300.0, 60 months, 18.25%,237.43,D,D3,1 year,RENT,24000.0,Source Verified,Mar-2012,n,debt_consolidation,CA,13.65,0.0,Sep-1999,2.0,5.0,0.0,9229.0,53.7%,8.0,f,May-2017,0.0,Individual,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,Cash,1
19300.0,19300.0,19300.0, 36 months, 11.49%,636.35,B,B5,10+ years,RENT,42000.0,Verified,Jul-2016,n,debt_consolidation,CO,20.49,0.0,Jan-1994,0.0,10.0,0.0,17834.0,29%,22.0,w,Feb-2018,0.0,Individual,0.0,0.0,21632.0,61600.0,2404.0,35940.0,32.9,0.0,0.0,159.0,270.0,5.0,5.0,0.0,5.0,0.0,3.0,5.0,4.0,9.0,2.0,9.0,20.0,5.0,10.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,71403.0,21632.0,53600.0,9803.0,Cash,1
16000.0,16000.0,16000.0, 60 months, 15.61%,385.79,D,D1,< 1 year,RENT,44000.0,Source Verified,Oct-2015,n,major_purchase,OR,10.69,0.0,Jun-2001,0.0,5.0,1.0,9174.0,58.4%,9.0,f,Feb-2018,0.0,Individual,0.0,0.0,11522.0,15700.0,2304.0,6526.0,58.4,0.0,0.0,109.0,172.0,9.0,9.0,0.0,9.0,0.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0,2.0,88.9,0.0,0.0,0.0,22325.0,11522.0,15700.0,6625.0,Cash,1
10000.0,10000.0,10000.0, 36 months, 17.09%,356.98,D,D1,2 years,RENT,50000.0,Source Verified,May-2017,n,other,TX,12.51,0.0,May-1999,1.0,4.0,0.0,65.0,1.7%,17.0,f,Feb-2018,0.0,Individual,0.0,2216.0,24277.0,3800.0,8092.0,1235.0,5.0,0.0,0.0,127.0,216.0,18.0,10.0,0.0,216.0,0.0,1.0,1.0,1.0,1.0,13.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,94.1,0.0,0.0,0.0,30397.0,24277.0,1300.0,26597.0,Cash,0
28000.0,28000.0,28000.0, 36 months,  6.68%,860.47,A,A3,10+ years,MORTGAGE,110000.0,Source Verified,Feb-2015,n,credit_card,NC,15.61,0.0,Mar-2001,1.0,6.0,0.0,39833.0,86.2%,24.0,w,Feb-2018,0.0,Individual,0.0,0.0,259313.0,46200.0,43219.0,6367.0,86.2,0.0,0.0,98.0,167.0,14.0,14.0,6.0,49.0,0.0,4.0,4.0,4.0,15.0,1.0,4.0,16.0,4.0,6.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,273992.0,62123.0,46200.0,0.0,Cash,1
19000.0,19000.0,18975.0, 36 months, 11.67%,628.09,B,B4,3 years,MORTGAGE,87000.0,Not Verified,Aug-2014,n,debt_consolidation,NJ,9.7,6.0,Feb-1989,2.0,10.0,0.0,13622.0,77.8%,39.0,f,Feb-2018,0.0,Individual,0.0,0.0,245186.0,17500.0,27243.0,819.0,89.8,0.0,0.0,130.0,305.0,6.0,6.0,3.0,13.0,0.0,3.0,6.0,4.0,11.0,8.0,8.0,27.0,6.0,10.0,0.0,0.0,1.0,1.0,82.1,75.0,0.0,0.0,266880.0,16622.0,8000.0,9000.0,Cash,1
18000.0,18000.0,18000.0, 36 months, 10.42%,584.37,B,B3,9 years,RENT,75000.0,Source Verified,Jul-2017,n,credit_card,NY,21.55,1.0,Jan-2005,0.0,9.0,1.0,10064.0,37.7%,21.0,w,Feb-2018,0.0,Individual,0.0,0.0,30705.0,26700.0,3412.0,10936.0,47.9,1.0,0.0,56.0,150.0,9.0,9.0,0.0,9.0,1.0,4.0,4.0,5.0,8.0,5.0,6.0,15.0,4.0,9.0,0.0,0.0,1.0,3.0,95.0,20.0,1.0,0.0,68819.0,30705.0,21000.0,42119.0,Cash,1
8000.0,8000.0,8000.0, 36 months, 14.65%,275.96,C,C5,3 years,MORTGAGE,112000.0,Not Verified,May-2015,n,debt_consolidation,WA,18.92,0.0,Aug-1992,4.0,20.0,0.0,32241.0,77%,30.0,f,Aug-2016,0.0,Individual,0.0,0.0,265981.0,41890.0,13999.0,3775.0,93.0,0.0,0.0,142.0,273.0,1.0,1.0,2.0,14.0,0.0,4.0,16.0,6.0,6.0,6.0,16.0,22.0,15.0,19.0,,0.0,0.0,4.0,100.0,100.0,0.0,0.0,290253.0,93646.0,15100.0,69538.0,Cash,1
8500.0,8500.0,8500.0, 36 months,  7.90%,265.97,A,A4,6 years,RENT,35500.0,Not Verified,Jan-2014,n,debt_consolidation,VT,28.57,0.0,Dec-1998,0.0,13.0,0.0,7976.0,50.2%,22.0,f,Feb-2018,0.0,Individual,0.0,0.0,36026.0,15900.0,3275.0,1616.0,76.6,0.0,0.0,123.0,181.0,14.0,14.0,0.0,14.0,0.0,3.0,6.0,3.0,6.0,9.0,9.0,13.0,6.0,13.0,0.0,0.0,0.0,0.0,100.0,66.7,0.0,0.0,58113.0,36026.0,6900.0,42213.0,Cash,1
6000.0,6000.0,6000.0, 36 months, 16.99%,213.89,D,D1,5 years,RENT,35000.0,Source Verified,Feb-2017,n,credit_card,CO,24.66,0.0,Dec-1999,1.0,2.0,1.0,4899.0,98%,3.0,w,Feb-2018,0.0,Individual,0.0,0.0,35932.0,5000.0,17966.0,,,0.0,0.0,31.0,205.0,27.0,27.0,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,100.0,,1.0,0.0,50044.0,35932.0,0.0,45044.0,Cash,1
9000.0,9000.0,9000.0, 36 months, 12.59%,301.48,C,C2,< 1 year,OWN,82800.0,Verified,Dec-2015,n,debt_consolidation,IL,24.29,0.0,Nov-2000,3.0,26.0,1.0,3494.0,19%,35.0,w,Feb-2018,0.0,Individual,0.0,1003.0,194938.0,18400.0,7498.0,8615.0,27.6,0.0,0.0,116.0,147.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,4.0,4.0,15.0,12.0,16.0,3.0,26.0,0.0,0.0,0.0,8.0,100.0,0.0,1.0,0.0,223923.0,73800.0,11900.0,81945.0,Cash,1
2800.0,2800.0,2800.0, 36 months, 10.99%,91.66,B,B2,10+ years,RENT,43000.0,Not Verified,Apr-2014,n,debt_consolidation,CA,13.76,0.0,Nov-1986,1.0,4.0,1.0,1772.0,29%,9.0,w,Jan-2018,0.0,Individual,0.0,0.0,17044.0,6100.0,4261.0,4328.0,29.0,0.0,0.0,78.0,328.0,22.0,16.0,2.0,22.0,0.0,2.0,2.0,3.0,4.0,2.0,3.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,100.0,33.3,1.0,0.0,24587.0,17044.0,6100.0,18487.0,Cash,1
31425.0,31425.0,31025.0, 36 months,  7.62%,979.25,A,A3,10+ years,MORTGAGE,83200.0,Verified,Oct-2012,n,credit_card,MD,13.66,0.0,Aug-1993,3.0,13.0,0.0,22463.0,16.9%,30.0,f,Feb-2017,0.0,Individual,0.0,0.0,353363.0,133300.0,27182.0,108837.0,17.1,0.0,0.0,126.0,232.0,4.0,4.0,4.0,19.0,0.0,7.0,7.0,9.0,19.0,5.0,10.0,21.0,7.0,13.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,518050.0,44987.0,131300.0,34750.0,Cash,1
15750.0,15750.0,15750.0, 60 months, 11.67%,347.73,B,B4,10+ years,MORTGAGE,118615.0,Not Verified,Oct-2014,n,debt_consolidation,SC,18.85,0.0,Aug-1997,0.0,9.0,3.0,10226.0,68.2%,43.0,w,Sep-2017,0.0,Individual,0.0,0.0,170170.0,15000.0,18908.0,3866.0,66.7,0.0,0.0,205.0,165.0,1.0,1.0,2.0,1.0,8.0,3.0,5.0,3.0,4.0,30.0,5.0,11.0,5.0,9.0,0.0,0.0,0.0,5.0,78.8,33.3,0.0,3.0,181681.0,170170.0,11600.0,166681.0,Cash,1
35000.0,35000.0,35000.0, 36 months, 15.31%,1218.61,C,C2,6 years,OWN,163000.0,Verified,Nov-2012,n,other,CA,2.18,1.0,Sep-1993,0.0,11.0,0.0,16854.0,18%,32.0,w,Sep-2017,0.0,Individual,0.0,0.0,16854.0,93500.0,1685.0,71646.0,19.0,0.0,0.0,105.0,234.0,59.0,52.0,4.0,59.0,2.0,3.0,3.0,10.0,21.0,3.0,11.0,25.0,3.0,11.0,0.0,0.0,1.0,0.0,93.0,11.1,0.0,0.0,93500.0,16854.0,88500.0,0.0,Cash,1
8700.0,8700.0,8700.0, 36 months, 11.44%,286.65,B,B4,6 years,MORTGAGE,115000.0,Source Verified,Dec-2016,n,debt_consolidation,NC,30.24,0.0,Jun-2002,2.0,12.0,0.0,42142.0,72.4%,23.0,w,Feb-2018,0.0,Individual,0.0,0.0,219531.0,58200.0,18294.0,14058.0,75.0,0.0,0.0,136.0,173.0,25.0,11.0,3.0,25.0,0.0,4.0,4.0,6.0,8.0,11.0,7.0,9.0,4.0,12.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,268910.0,106400.0,56200.0,95351.0,Cash,1
11650.0,11650.0,11650.0, 36 months, 13.65%,396.2,C,C1,6 years,MORTGAGE,45000.0,Source Verified,Feb-2014,n,debt_consolidation,CA,17.41,0.0,Jan-2005,1.0,10.0,0.0,7520.0,39.4%,11.0,f,Jan-2017,0.0,Individual,0.0,0.0,187476.0,19100.0,18748.0,2974.0,71.4,0.0,0.0,109.0,78.0,3.0,3.0,1.0,3.0,0.0,3.0,4.0,3.0,4.0,3.0,6.0,7.0,4.0,10.0,0.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,216808.0,21285.0,10400.0,26790.0,Cash,1
6500.0,6500.0,6500.0, 36 months,  9.49%,208.19,B,B2,< 1 year,MORTGAGE,25000.0,Not Verified,Jul-2016,n,debt_consolidation,SC,11.19,0.0,Nov-2000,1.0,5.0,0.0,7126.0,76%,10.0,w,Feb-2018,0.0,Individual,0.0,0.0,7126.0,9400.0,1781.0,2800.0,84.0,0.0,0.0,116.0,188.0,1.0,1.0,0.0,5.0,0.0,3.0,4.0,5.0,5.0,1.0,4.0,9.0,4.0,4.0,,0.0,0.0,2.0,90.0,66.7,0.0,0.0,9400.0,7126.0,8400.0,0.0,Cash,1
5200.0,5200.0,5200.0, 36 months, 14.49%,178.97,C,C4,9 years,OWN,47500.0,Verified,Sep-2016,n,other,MD,20.41,1.0,Oct-2000,1.0,10.0,1.0,8306.0,55.7%,19.0,f,Dec-2017,0.0,Individual,0.0,0.0,27062.0,14900.0,3383.0,3639.0,67.2,0.0,0.0,190.0,115.0,14.0,2.0,0.0,32.0,0.0,3.0,5.0,3.0,5.0,9.0,8.0,10.0,5.0,10.0,0.0,0.0,0.0,3.0,94.4,0.0,1.0,0.0,34900.0,27062.0,11100.0,20000.0,Cash,0
